author,last_updated,title,review,rating,app_version,net_helpfulness,helpfulness_count
5999,pain in 🤦‍♀️,2026-03-22T09:28:03-07:00,where is the start button?,"I put in info, it tells me to put in time, I tap now, and all i get is the time wheel!!!!",1,26.12.2,0,0
6000,Марсел Мусин,2026-03-22T08:50:40-07:00,Гугл Карты,"Советую Гугл Карты — это незаменимый помощник для путешественников и жителей городов, который постоянно развивается и улучшает свои функции.",5,26.12.2,0,0
6001,ألي,2026-03-22T04:47:40-07:00,Mr,Good 🌼🌺,5,26.12.2,0,0
6002,Jakamado,2026-03-22T02:09:20-07:00,"Все хорошо, но!","Маршрут прокладывает отлично. Бывает конечно, что предлагаемый маршрут оказывается весьма странным, но это не часто. Но есть один минус - у меня перестало отображаться расстояние до места прибытия, только время. Удобнее когда видны оба показателя одновременно, как раньше было.",5,26.12.2,0,0
6003,Versace under drawers,2026-03-22T02:05:09-07:00,Fails to update maps for years,Your iPhone map app is up to date unlike this one. Don’t expect to get the bike lanes correct,1,26.12.2,0,0
6004,Bral32,2026-03-21T21:30:10-07:00,Buena app pero en iPhone no ponen tu ubicación exacta tiene un pequeño retardo,Buena app pero en iPhone no ponen tu ubicación exacta tiene un pequeño retardo que te dice que llegasteis y faltas muchos pies para llegar al lugar exacto ósea no detecto tu bien bien en movimiento en los iPhone,4,26.12.2,0,0
6005,TobyP,2026-03-21T19:55:19-07:00,AI Has Ruined Google Maps,"I used to use Google Maps exclusively… today alone, it took me five miles out of the way to get to my destination. It’s basically worthless since Google integrated AI. I hear Apple Maps has improved quite a bit…",1,26.12.2,0,0
6006,Monga76,2026-03-21T19:39:24-07:00,When on the app,When on the app I usually explore Sioux City and/or lemars on that app because their both in Iowa,4,26.12.2,0,0
6007,Adamwheelerbc,2026-03-21T16:17:23-07:00,They broke it!,"The new update broke Google Maps! It misses turns, doesn’t tell you how long until a turn and can’t figure out where you are. Please fix asap, I’m on a trip and getting lost!",1,26.12.2,0,0
6008,valentinbaca,2026-03-21T15:26:38-07:00,AI??? I just want AN ADDRESS,I just needed the address of a place and the new UI replaced that (the MOST important information) with an AI summary that’s worthless. STOP PUTTING AI IN EVERYTHING. IT SUCKS. ITS WORTHLESS AND NO ONE WANTS IT,1,26.12.2,0,0
6009,bryol,2026-03-21T13:47:30-07:00,Well curated!,"Well displayed, curated and fascinating!",5,26.12.2,0,0
6010,The new Paloma,2026-03-21T13:40:14-07:00,Great service,"Clean, no hidden fees, professional and quality service!",5,26.12.2,0,0
6011,Pine Apple Pie,2026-03-21T13:06:45-07:00,App is deteriorating,"I get it's a business, but the advertisement locations are now too intrusive and interfering with actually finding what you search for",2,26.12.2,0,0
6012,Adaratje,2026-03-21T12:40:22-07:00,Massage,Mily was awesome.. great massage at Feel rite Curacao!,5,26.12.2,0,0
6013,Ms Oconner,2026-03-21T12:39:43-07:00,Ms Desi,Hello Everyone Just wanted to share how  tremendous my expo was at Kekes on Decatur Road When you enter the establishment they greet you with smiles and this one sever Desi she was beautiful and persistent From the moment we sat down she greeted us and even made my son comfortable she repeated our order and she knew the menu top to bottom and the food was good and tasty Desi checked on us and she was a fabulous server I just wish when I was in fast food I put the effort work an persist in the job That’s why I had to write this review cause of Desi  So if you guys want a great place to eat and feel welcomed and appt Go to KeKes on Decatur Rd in Texas and ask for Desi Thanks for your service,5,26.12.2,0,0
6014,Music Afiscionado,2026-03-21T12:27:36-07:00,WEAK APPLICATION,You ever thought about adding a DISABLED VEHICLE ON THE FREEWAY,1,26.12.2,0,0
6015,Meziah Flores,2026-03-21T11:11:11-07:00,Freindly staff,We enjoyed our meal. Our waiter Dani made our dinning experience wonderful.,5,26.12.2,0,0
6016,J J SCRABBELS,2026-03-21T10:43:41-07:00,Scam,"Why do you have take the worst route to my destination, clearly there’s been weeks of advisory and continues to direct me into the heart of dead stop traffic worst app Im deleting",1,26.12.2,0,0
6017,Bart walker,2026-03-21T10:30:35-07:00,Very good for fish places,"As a southern man, I just love fishing! Google maps has helped me find the best places ever to find some good bait. Thank you, Google and I will salute to you! Amen!",5,26.12.2,0,0
6018,crawdaddy241,2026-03-21T10:11:23-07:00,Can’t report speed traps!!!!!!,Y’all suck!  I’ll never give you five stars as long as I don’t have the option to report speed traps!!!! ZERO STARS!,1,26.12.2,0,0
6019,mr_goodtime69,2026-03-21T09:22:59-07:00,Always needs UPDATE to open,I don’t like it but I use the app if all else fails,2,26.12.2,0,0
6020,Ikkkkkbbbvvvv,2026-03-21T06:53:44-07:00,Age restrictions suck,Blah,1,26.12.2,0,0
6021,David stein,2026-03-21T04:29:21-07:00,Alternative routes,Please bring back in-route alternatives.   It is an essential feature.,2,26.12.2,0,0
6022,Amazingly awesome gane,2026-03-21T03:18:57-07:00,So many 1 star reviews!,It’s almost like NOBODY LIKES THIS AWFUL AI OR YOU AS A COMPANY GOOGLE. SO EAGER TO RENAME THE GULF OF MEXICO TO MAGA LAND! YOURE NEXT APPLE! WE ALL SAW TIM  COOK GET ON HIS KNEES FOR MAGA ON LIVE TV.,1,26.12.2,0,1
6023,Nigist the Ethiopian,2026-03-20T21:30:11-07:00,Google,It’s good and nice app thankfully about it,5,26.12.2,0,0
6024,slappycrook777,2026-03-20T19:26:46-07:00,Lags on CarPlay!!,"About a year ago, I switched to Waze because Google Maps became too laggy—especially on CarPlay. The delays were bad enough that I’d frequently miss turns, which made it unreliable for navigation. That’s disappointing, because I actually prefer Google Maps overall. The interface is cleaner, and the reviews feature is something I really value.

Waze has been much more dependable in terms of real-time navigation—I don’t miss turns with it. Its “Plan a Drive” feature is also a standout and incredibly useful for timing trips.

That said, I still use Apple Maps for its 3D satellite view, which is easily the best visually.

I’d love to stick with just one app, but each one has its strengths. Unfortunately, the lag on Google Maps—especially in CarPlay—is a deal breaker for me right now, so Waze has been my go-to.",2,26.12.2,0,0
6025,thisnameistakenbru,2026-03-20T18:25:40-07:00,trash,why my shi upside down and hard to follow i hate ts,1,26.12.2,0,0
6026,Longest route possible,2026-03-20T17:30:59-07:00,Worst app for directions,"If you’re trying to save money or you’re trying to get somewhere in a straight line and not circling around, it, do not use this app. Over the past 10 years this stupid Google apps has proven that they only rely on user data.  I have written over 10,000 reviews for Google and as a Google expert I’m here to tell you that this app sucks and if you’re paying for it, oh my God you’re being ripped off.",1,26.12.2,0,0
6027,Butbute,2026-03-20T16:54:26-07:00,Ty,Sometimes make confuse,5,26.12.2,0,0
6028,lucca.b.c,2026-03-20T15:32:53-07:00,terrible,"horrible app, horrible routes",1,26.12.2,0,0
6029,Highpoint404!,2026-03-20T14:42:20-07:00,Maintenance Is Awesome,The building is taken care of to perfection WO completion is always prompt and professional thanks to the Supervisor Los great job keep up the good work.,5,26.12.2,0,0
6030,ashleyrainak,2026-03-20T14:38:12-07:00,Bad algorithm,Horrible navigation that makes no sense recently - someone on the maps team is messing with their algorithm to make it worse,1,26.12.2,0,0
6031,Guy10111,2026-03-20T13:57:24-07:00,Miles,"I wanna know miles traveled. 
Instead I have to press directions and read very small print. 
That information is critical for reporting miles at work. 
Why make it harder to find and read. 
It should’ve been posted right near the hours and minutes. 
Aloson critical information being hidden. 
Thanks for screwing me.",1,26.12.2,0,0
6032,213Fatheroftwo,2026-03-20T13:53:21-07:00,Very Helpful,"I like that, it tells you when there is a closure of the street in advance, and very accurate guidance.",5,26.12.2,0,0
6033,Casey965,2026-03-20T13:43:58-07:00,Do Not Like Being Forced to Use App,"I strongly detest Google, along with all their subsidies and every company that follows their business practices.

I refuse to accept the requirement of downloading their app just to use a Google product.

I should be able to browse freely, clear my browsing history, and delete cookies—yet I am compelled to download their ridiculous app, which makes it impossible to remove myself from their control.

Google, their subsidiaries, and every company adopting their practices are driven solely by greed.

It is incomprehensible how our government permits these corporations to invade our privacy, sell our personal data, monitor every keystroke, and develop new methods to exploit our information—all under the guise of protection.

These companies have no real concern for our safety; they operate unlawfully, and our government is just as corrupt and greedy.

It is disgraceful that the principles “The customer is always right"" and ""For the people"" have vanished. Corporations are free to exploit us, sell subpar products, and commodify our personal information without restraint.",1,26.12.2,1,1
6034,AnAppleReveiwer,2026-03-20T13:26:42-07:00,Nice,Gets me where I need to go fast and easy,5,26.12.2,0,0
6035,LLF-P,2026-03-20T12:53:38-07:00,Colores de Mexico,100% fun,5,26.12.2,0,0
6036,waysonlwx,2026-03-20T12:16:10-07:00,不同语言界面导航 导航反馈结果都不一样,中文界面导航 只有提示音滴滴滴的声音 必须转为英文界面才有路况播报。,3,26.12.2,0,0
